defect_type,defect_size_mm,machine_id,machine_age_years,days_since_maintenance,shift,operator_experience_years,production_speed_mpm,thread_tension_n,humidity_pct,temperature_c,fabric_batch_quality_score,root_cause
stain,2.0,M09,12.8,14,afternoon,0.6,33.3,13.26,55.7,24.1,100.0,machine_fault
thread_error,3.4,M12,7.3,20,morning,5.7,17.1,11.31,44.9,24.7,94.1,human_error
cut,3.9,M10,11.3,16,night,1.6,37.3,12.33,49.1,23.7,60.3,human_error
thread_error,14.9,M04,0.7,0,morning,1.8,30.7,8.25,61.5,26.0,60.9,machine_fault
stain,15.3,M03,9.8,3,morning,5.6,24.1,12.43,55.4,30.9,85.0,material_issue
oil_spot,1.3,M04,4.5,52,afternoon,3.5,22.2,14.63,55.8,28.9,70.1,material_issue
hole,16.2,M04,3.2,29,night,0.3,40.2,10.27,55.0,28.1,67.7,human_error
stain,23.3,M08,3.8,9,morning,6.7,41.2,13.84,66.9,21.6,66.4,material_issue
color_defect,25.4,M06,6.7,8,morning,2.5,18.9,17.15,62.0,27.0,80.3,material_issue
color_defect,6.3,M06,0.9,13,night,6.3,24.2,11.48,45.4,27.4,64.8,material_issue
cut,4.9,M03,12.5,3,morning,0.0,19.3,9.85,66.7,27.0,75.8,human_error
objects,10.6,M07,9.4,0,afternoon,11.6,39.6,11.53,42.6,25.7,70.9,machine_fault
stain,25.5,M05,3.6,6,morning,1.3,38.5,8.75,39.9,24.8,80.8,material_issue
oil_spot,2.5,M03,10.4,12,afternoon,4.1,45.6,11.67,56.7,26.1,90.0,material_issue
stain,2.5,M07,14.4,41,night,2.6,31.6,7.17,56.3,30.7,87.7,human_error
stain,9.2,M11,14.8,68,morning,8.9,34.8,11.47,65.1,23.4,37.4,material_issue
objects,8.5,M04,7.2,0,night,0.4,48.5,9.96,50.8,27.0,64.0,human_error
stain,2.6,M05,4.1,10,morning,1.5,29.5,13.67,54.9,26.0,100.0,human_error
oil_spot,1.6,M08,10.6,0,night,0.2,43.8,16.23,40.7,24.9,80.4,human_error
thread_error,1.6,M03,7.3,4,afternoon,7.7,33.4,13.97,47.8,26.6,56.2,material_issue
hole,2.7,M03,2.8,5,morning,13.7,26.7,13.12,38.7,23.8,50.5,material_issue
objects,2.9,M05,13.6,15,afternoon,5.7,43.4,15.39,40.5,32.3,77.3,machine_fault
thread_error,3.2,M10,11.0,4,night,1.5,34.3,4.82,43.2,28.2,97.3,human_error
color_defect,2.0,M05,14.6,37,afternoon,4.4,36.9,12.11,38.9,25.6,88.0,material_issue
color_defect,8.8,M10,5.7,62,night,1.5,58.2,13.1,32.7,27.5,69.2,human_error
objects,15.7,M12,6.8,15,afternoon,1.3,46.1,11.2,82.4,16.7,91.4,machine_fault
cut,1.8,M08,10.8,8,morning,0.7,34.9,12.01,47.8,25.9,90.6,human_error
color_defect,1.8,M03,1.1,20,morning,1.9,36.7,8.89,72.5,24.2,95.5,human_error
stain,1.8,M03,14.1,23,afternoon,9.4,47.1,13.38,33.2,18.6,76.9,material_issue
thread_error,2.5,M05,7.3,2,night,2.4,32.7,9.55,33.7,27.4,72.3,material_issue
objects,6.7,M11,12.6,7,afternoon,0.1,29.5,11.0,53.1,21.2,63.3,human_error
stain,12.9,M06,9.6,27,morning,0.7,35.7,11.99,43.5,18.3,63.0,material_issue
stain,9.2,M09,6.7,3,afternoon,2.4,37.8,9.99,58.1,29.7,62.5,human_error
color_defect,6.6,M07,2.2,40,afternoon,2.5,25.2,7.44,62.3,23.0,59.5,human_error
objects,21.3,M10,10.9,22,afternoon,4.2,20.6,15.27,60.9,22.3,57.3,machine_fault
oil_spot,2.1,M12,6.4,22,night,1.7,27.0,8.76,47.3,24.2,67.8,human_error
stain,48.7,M11,14.5,27,morning,2.5,27.3,13.32,58.5,24.2,88.7,machine_fault
thread_error,16.2,M10,13.3,30,afternoon,0.3,43.6,17.99,56.8,25.0,62.6,human_error
objects,2.0,M05,1.3,9,morning,4.5,37.5,12.22,54.9,27.5,100.0,human_error
hole,3.1,M11,11.9,0,afternoon,10.2,31.0,13.89,55.3,24.2,51.7,material_issue
hole,25.6,M12,11.8,77,night,0.9,29.9,14.63,43.0,21.6,63.5,machine_fault
thread_error,13.5,M07,3.4,59,afternoon,1.7,37.7,18.31,62.8,25.5,62.2,machine_fault
objects,4.7,M06,6.7,5,afternoon,5.0,22.3,14.82,51.6,20.8,90.8,machine_fault
color_defect,3.9,M12,3.4,25,afternoon,24.3,43.0,11.26,66.2,23.6,79.7,material_issue
objects,2.0,M05,2.0,34,morning,3.2,27.0,13.63,49.7,24.7,74.2,machine_fault
hole,15.5,M09,5.9,1,afternoon,6.5,32.7,10.74,45.2,23.2,86.1,human_error
objects,15.3,M10,6.9,70,night,9.4,24.3,8.45,60.4,26.1,59.3,machine_fault
oil_spot,5.1,M02,10.0,12,afternoon,0.2,53.6,8.0,69.5,23.9,85.6,human_error
thread_error,4.2,M09,2.9,21,night,1.3,31.2,11.9,31.2,19.8,51.0,material_issue
objects,6.7,M08,8.1,2,afternoon,4.9,28.0,12.54,62.2,19.9,71.2,human_error
hole,17.4,M12,14.4,5,afternoon,1.2,43.9,8.59,55.3,27.0,88.1,machine_fault
cut,1.4,M03,9.4,7,morning,6.6,30.8,7.12,54.4,25.1,80.0,human_error
thread_error,1.1,M09,4.5,9,morning,0.0,33.8,10.14,73.0,23.3,62.4,human_error
color_defect,20.4,M09,1.8,9,afternoon,2.8,24.6,14.49,48.6,28.4,80.5,material_issue
cut,11.3,M12,3.4,16,afternoon,0.9,15.4,7.26,60.5,25.7,63.8,human_error
hole,3.0,M02,1.7,9,afternoon,5.9,26.1,16.15,96.4,18.6,80.2,material_issue
stain,4.7,M05,3.4,95,night,0.5,36.1,14.1,51.6,27.2,66.6,machine_fault
oil_spot,17.9,M07,12.2,12,morning,0.7,40.2,14.37,31.7,24.2,100.0,human_error
hole,3.0,M06,1.1,3,night,0.7,36.9,13.53,63.4,24.7,37.3,human_error
color_defect,17.6,M06,6.4,21,morning,7.3,40.0,10.43,50.8,25.2,84.1,material_issue
oil_spot,1.5,M05,14.1,4,morning,0.8,39.4,12.82,42.9,23.1,54.6,material_issue
color_defect,8.4,M03,3.1,5,morning,12.1,29.8,13.01,62.1,27.2,73.6,material_issue
objects,2.1,M05,12.6,5,afternoon,2.1,38.1,13.36,29.2,28.6,88.1,material_issue
hole,26.9,M05,11.2,8,morning,8.4,36.2,13.41,52.0,24.6,61.6,machine_fault
oil_spot,6.8,M03,14.0,3,afternoon,1.7,43.0,12.94,49.9,23.4,70.7,human_error
stain,2.7,M10,13.7,6,morning,3.8,38.7,12.85,65.0,21.4,81.5,material_issue
objects,2.0,M10,5.2,12,afternoon,1.3,35.3,12.94,57.3,26.7,100.0,human_error
cut,6.6,M11,9.6,1,afternoon,5.4,31.3,12.88,58.3,24.6,80.8,human_error
oil_spot,4.5,M01,5.9,19,morning,0.5,51.1,16.71,37.6,21.0,93.4,human_error
objects,11.4,M09,12.1,69,night,2.2,33.4,10.82,47.3,23.1,100.0,machine_fault
thread_error,1.7,M07,6.7,14,morning,2.5,38.6,10.11,63.5,17.5,91.9,machine_fault
stain,6.7,M11,1.7,27,morning,4.0,23.1,9.1,73.4,29.8,51.4,material_issue
thread_error,1.6,M08,1.7,3,morning,6.3,31.2,15.52,49.9,25.6,58.9,human_error
cut,2.3,M12,7.8,11,morning,10.1,27.7,14.24,64.4,25.6,63.5,material_issue
oil_spot,14.7,M01,0.5,41,morning,4.3,33.4,15.99,37.9,29.7,76.5,material_issue
hole,10.9,M05,3.3,4,morning,2.4,18.0,12.27,69.9,17.4,77.5,human_error
thread_error,9.9,M03,7.8,50,afternoon,1.8,34.0,9.78,31.2,20.6,81.0,machine_fault
color_defect,2.1,M10,8.1,18,morning,2.6,26.1,14.34,56.2,25.3,57.9,human_error
hole,2.9,M06,3.4,30,afternoon,0.4,36.1,12.08,33.2,24.7,44.9,machine_fault
cut,2.7,M05,14.1,24,morning,3.9,46.0,11.04,45.9,19.6,67.2,human_error
objects,4.0,M12,11.3,1,morning,3.3,46.7,9.69,49.3,24.2,59.7,human_error
stain,35.9,M10,11.7,40,night,1.5,28.5,11.5,38.4,24.0,54.5,material_issue
stain,1.9,M06,13.2,3,afternoon,1.6,40.3,18.72,55.9,22.7,60.0,material_issue
color_defect,1.7,M06,4.6,9,afternoon,2.5,19.9,13.2,60.2,22.6,73.3,human_error
cut,16.2,M06,14.9,38,night,8.1,46.2,11.01,63.3,21.4,85.5,machine_fault
cut,9.9,M11,9.8,16,morning,1.1,45.3,9.68,47.0,24.5,63.0,human_error
color_defect,1.9,M01,0.9,9,night,0.2,42.9,15.25,51.1,23.5,71.3,human_error
objects,5.4,M07,8.7,20,afternoon,5.2,31.8,11.68,63.2,23.3,78.5,machine_fault
stain,3.0,M07,10.4,18,afternoon,1.8,24.2,14.87,51.6,28.7,68.0,human_error
oil_spot,8.7,M04,9.3,36,morning,5.3,33.2,11.35,44.6,29.9,64.3,machine_fault
thread_error,7.4,M09,11.9,20,morning,11.9,30.2,15.92,48.3,22.5,69.1,machine_fault
stain,3.0,M09,10.6,89,afternoon,0.2,47.5,11.67,62.5,24.2,73.4,human_error
hole,8.2,M03,12.8,21,afternoon,2.6,40.8,13.5,53.3,19.5,85.8,machine_fault
stain,2.2,M02,14.4,21,night,0.6,39.5,15.58,45.6,22.8,59.9,human_error
oil_spot,14.8,M12,5.0,8,night,11.8,49.1,10.0,56.1,21.7,62.7,material_issue
stain,5.4,M09,1.7,53,morning,0.7,32.8,9.34,70.1,25.8,78.1,material_issue
stain,8.4,M03,0.9,1,afternoon,5.8,53.4,14.69,44.8,24.7,71.0,material_issue
hole,9.3,M06,6.2,28,afternoon,0.8,35.0,12.93,58.8,21.8,75.0,machine_fault
thread_error,11.2,M07,8.7,11,afternoon,2.8,28.3,10.93,45.7,22.1,88.1,machine_fault
thread_error,20.5,M06,2.5,11,night,5.4,46.7,12.01,29.6,22.3,70.7,material_issue
hole,22.8,M11,8.0,10,night,6.4,36.0,7.1,47.2,23.7,64.1,machine_fault
thread_error,6.2,M02,8.3,5,afternoon,3.5,37.4,8.99,71.0,15.8,74.5,material_issue
color_defect,3.6,M06,4.9,13,afternoon,6.2,42.3,11.42,57.3,27.4,77.0,material_issue
stain,5.4,M08,9.0,18,morning,6.3,26.5,5.57,74.4,21.1,80.3,material_issue
objects,20.7,M03,13.5,17,morning,1.6,32.3,17.77,69.3,26.2,79.8,machine_fault
objects,12.3,M11,5.0,11,morning,0.5,18.4,11.42,38.4,26.0,71.7,human_error
objects,28.2,M02,8.8,23,morning,2.3,33.9,15.71,38.4,21.5,71.7,machine_fault
stain,13.2,M02,13.7,65,morning,8.5,30.9,8.58,70.7,20.5,61.5,material_issue
color_defect,6.4,M07,14.9,40,morning,3.5,41.4,6.52,47.5,23.9,63.6,material_issue
oil_spot,12.0,M04,7.4,6,morning,15.9,34.1,12.35,48.3,23.0,100.0,material_issue
hole,20.0,M08,5.6,24,night,5.9,36.5,17.57,51.4,19.1,80.3,human_error
objects,6.5,M04,0.6,8,morning,17.7,16.2,8.83,39.0,28.0,82.8,material_issue
hole,5.2,M07,10.7,3,night,5.2,44.2,14.49,61.2,25.9,81.2,human_error
thread_error,5.4,M04,8.1,21,night,2.0,47.7,18.06,52.8,25.6,73.9,human_error
cut,2.9,M07,9.8,13,morning,0.4,49.1,12.36,69.2,20.4,85.0,human_error
oil_spot,5.8,M05,4.8,15,afternoon,8.0,29.4,14.51,53.4,24.1,84.4,material_issue
thread_error,4.4,M05,13.4,9,morning,1.8,31.9,10.15,46.0,26.9,59.7,machine_fault
stain,7.2,M11,6.2,16,night,4.1,27.5,12.0,60.8,27.3,70.7,material_issue
oil_spot,2.2,M12,3.5,11,afternoon,2.1,33.6,8.51,48.8,25.3,69.5,material_issue
thread_error,8.2,M04,4.9,2,morning,4.7,29.8,10.7,55.0,21.7,100.0,machine_fault
color_defect,9.6,M03,12.2,3,morning,5.8,55.3,8.17,44.8,24.7,100.0,human_error
oil_spot,5.5,M08,5.5,1,afternoon,0.3,34.8,9.84,87.2,24.9,94.4,human_error
oil_spot,2.7,M07,5.3,5,morning,2.8,18.7,13.16,55.6,25.2,77.6,human_error
objects,9.2,M06,14.9,25,morning,7.8,15.1,16.0,64.3,26.2,84.6,machine_fault
hole,8.0,M12,9.9,3,morning,1.0,37.6,8.42,49.4,21.8,85.5,machine_fault
thread_error,5.3,M06,3.4,1,morning,1.7,34.9,6.75,15.2,25.8,63.6,material_issue
cut,12.1,M08,6.2,23,afternoon,9.5,26.5,12.89,74.1,23.8,87.4,machine_fault
objects,6.0,M11,13.9,41,night,2.8,46.4,10.08,59.1,27.1,68.5,human_error
stain,2.3,M09,1.3,3,afternoon,1.1,38.7,9.64,71.6,24.5,57.8,material_issue
oil_spot,12.4,M04,2.7,27,morning,0.7,33.6,10.54,35.4,28.7,87.3,material_issue
color_defect,18.4,M11,2.3,50,afternoon,1.6,33.3,10.72,61.5,22.2,74.8,human_error
objects,7.1,M05,5.9,16,morning,2.6,22.2,15.29,39.4,24.3,90.4,machine_fault
oil_spot,12.1,M07,5.1,0,morning,1.6,25.5,13.29,50.6,27.5,61.6,material_issue
oil_spot,2.9,M12,11.1,32,night,2.3,35.5,12.84,35.6,30.8,59.5,material_issue
color_defect,7.0,M02,4.8,2,morning,8.8,24.7,17.58,66.3,24.5,88.4,material_issue
cut,7.8,M01,2.4,2,morning,5.7,26.0,10.26,49.0,25.2,98.6,human_error
thread_error,4.5,M07,13.1,8,afternoon,1.2,37.6,14.18,81.3,20.1,65.2,machine_fault
color_defect,1.9,M02,2.9,5,night,4.2,34.7,13.03,61.6,15.5,73.4,material_issue
hole,3.0,M04,2.3,15,morning,0.0,43.3,12.84,43.5,26.2,66.6,machine_fault
oil_spot,4.3,M02,9.7,34,afternoon,0.4,38.4,7.66,79.9,23.5,61.5,material_issue
oil_spot,10.3,M04,8.3,6,night,18.4,32.1,14.11,48.8,19.0,74.0,material_issue
oil_spot,3.1,M08,14.4,0,night,3.3,39.9,8.6,66.5,20.8,89.8,human_error
stain,8.5,M05,10.7,3,morning,1.3,31.3,6.74,66.8,21.4,68.1,human_error
cut,6.2,M05,10.9,6,afternoon,0.9,44.4,10.1,51.8,27.3,39.5,human_error
thread_error,10.2,M11,6.8,1,afternoon,2.8,33.5,12.46,47.9,30.3,98.6,human_error
color_defect,36.0,M08,5.5,16,morning,1.5,36.6,12.53,18.9,27.7,75.9,human_error
color_defect,2.1,M10,10.8,15,afternoon,0.8,43.3,11.51,60.0,26.7,70.5,human_error
cut,18.1,M02,8.8,27,morning,0.4,43.7,12.97,59.6,26.3,66.5,human_error
objects,19.2,M05,6.9,58,night,8.0,27.8,11.47,34.2,24.3,46.0,machine_fault
thread_error,3.0,M09,6.0,85,morning,0.5,43.3,13.99,33.7,23.3,58.8,material_issue
stain,12.6,M08,10.7,1,night,2.7,41.6,12.82,52.2,26.9,63.2,human_error
objects,22.8,M01,14.6,75,morning,13.3,41.3,10.89,61.7,22.5,58.1,machine_fault
hole,3.4,M04,8.8,10,afternoon,4.0,38.0,12.28,39.5,27.7,70.9,human_error
cut,1.2,M10,9.0,11,afternoon,6.6,42.4,14.43,58.5,28.3,68.2,human_error
objects,1.5,M06,13.7,18,afternoon,2.7,38.0,9.53,38.9,25.0,71.8,machine_fault
thread_error,8.2,M11,8.0,26,night,6.3,43.9,14.64,48.0,20.6,58.9,human_error
oil_spot,6.5,M07,12.4,9,morning,21.4,30.6,12.54,62.6,26.3,60.5,material_issue
hole,7.8,M06,8.6,47,night,10.0,46.7,11.57,54.1,23.5,93.8,machine_fault
hole,13.9,M01,2.6,11,night,0.6,38.1,10.14,46.4,18.3,53.6,human_error
stain,4.2,M11,1.3,29,morning,6.3,46.2,11.77,42.0,25.8,100.0,material_issue
objects,5.8,M01,4.4,47,morning,9.5,40.8,8.17,59.0,22.7,80.6,machine_fault
objects,7.2,M08,9.6,14,morning,5.6,35.0,10.34,44.6,24.0,71.1,machine_fault
stain,1.6,M07,2.7,29,morning,1.7,17.8,11.26,46.5,22.7,69.9,material_issue
cut,7.1,M01,8.8,62,afternoon,1.7,45.5,7.81,50.4,28.6,78.3,human_error
oil_spot,16.1,M11,7.0,9,morning,3.5,38.4,12.1,35.7,18.6,80.0,material_issue
stain,43.2,M05,11.6,2,afternoon,1.5,41.0,13.55,52.6,26.7,55.9,material_issue
objects,2.0,M10,6.0,0,night,2.4,21.6,12.53,62.7,25.9,88.4,human_error
stain,1.9,M07,4.9,38,night,4.1,41.9,8.05,50.9,24.8,71.3,human_error
hole,4.1,M07,9.5,4,night,1.1,32.8,10.57,37.5,23.7,77.6,human_error
thread_error,3.3,M10,7.8,4,morning,3.8,46.8,9.85,47.7,25.9,82.6,human_error
oil_spot,2.6,M07,1.9,0,afternoon,1.4,25.4,12.77,50.2,25.8,80.0,human_error
thread_error,1.0,M03,1.7,2,night,2.1,35.5,10.78,47.1,21.8,82.2,human_error
cut,2.6,M06,0.9,12,afternoon,1.1,29.9,15.27,60.8,28.6,77.1,human_error
color_defect,3.7,M01,9.1,13,afternoon,15.7,50.6,12.85,39.2,21.0,71.0,material_issue
color_defect,1.7,M01,11.7,21,morning,0.5,39.2,14.83,57.7,18.3,92.8,human_error
cut,16.8,M01,10.5,2,night,2.6,37.0,13.78,51.8,18.6,95.2,human_error
color_defect,15.4,M02,4.9,1,night,0.5,35.4,16.82,61.3,26.2,68.0,human_error
thread_error,17.6,M08,1.7,17,morning,5.2,31.5,13.36,61.1,20.6,66.0,machine_fault
stain,6.7,M01,8.5,16,night,7.0,47.5,10.78,84.8,24.1,89.9,material_issue
cut,1.7,M04,10.1,39,morning,0.3,29.8,11.17,51.9,25.2,64.6,human_error
hole,4.2,M04,14.4,29,afternoon,0.5,41.0,9.16,49.2,25.6,43.8,machine_fault
thread_error,14.7,M12,4.6,20,night,5.2,47.3,10.74,48.1,27.1,66.6,human_error
oil_spot,6.9,M01,6.6,8,morning,0.3,31.4,7.12,41.8,24.7,69.8,material_issue
color_defect,25.6,M09,10.8,42,night,0.8,27.4,11.55,61.4,24.3,69.4,human_error
oil_spot,4.5,M02,12.1,5,morning,4.7,34.6,10.51,65.2,23.8,65.3,material_issue
cut,6.0,M12,6.3,17,night,0.5,31.8,11.89,29.3,26.7,46.9,human_error
hole,1.9,M02,12.9,4,afternoon,0.2,32.6,7.07,56.0,21.6,55.1,human_error
objects,17.9,M05,5.6,20,morning,12.3,40.0,8.01,66.0,27.0,46.3,machine_fault
objects,2.4,M04,2.1,36,afternoon,0.0,31.9,11.79,62.7,18.6,49.4,human_error
stain,3.1,M10,13.4,19,morning,6.7,48.0,12.28,35.3,24.4,60.0,material_issue
cut,9.9,M09,6.0,7,night,0.2,27.9,15.95,73.1,20.3,81.9,human_error
objects,3.4,M03,8.6,7,afternoon,3.1,34.2,13.69,66.6,29.2,58.0,machine_fault
thread_error,10.5,M09,4.1,11,morning,2.8,56.4,13.57,64.3,26.3,64.6,human_error
objects,8.4,M08,4.8,12,afternoon,3.5,40.3,11.45,22.2,23.6,76.8,material_issue
oil_spot,2.8,M07,1.4,7,morning,4.3,46.9,11.31,39.2,22.4,61.9,material_issue
oil_spot,4.0,M04,13.6,14,night,3.1,43.1,9.33,44.9,24.3,64.4,human_error
cut,2.1,M03,4.9,6,morning,1.8,27.4,11.51,38.9,23.6,64.4,human_error
objects,7.1,M10,2.3,18,night,5.5,38.5,12.5,42.8,23.1,94.0,machine_fault
color_defect,7.6,M09,12.5,9,morning,5.4,19.0,7.42,69.1,28.1,75.3,human_error
oil_spot,17.1,M11,2.1,53,morning,5.5,50.5,9.83,47.5,26.2,74.6,material_issue
color_defect,3.6,M09,6.7,13,afternoon,1.7,41.7,11.52,38.1,26.5,94.6,material_issue
cut,5.6,M10,13.5,6,night,2.6,25.2,9.95,60.8,26.1,78.3,human_error
thread_error,5.3,M04,14.1,20,night,3.9,44.1,9.81,61.0,19.8,58.7,human_error
objects,4.1,M06,14.2,7,afternoon,0.5,35.0,9.85,68.1,26.1,65.4,material_issue
objects,5.0,M09,11.5,25,morning,3.0,19.8,15.05,65.4,22.7,75.9,machine_fault
oil_spot,2.1,M12,14.7,73,morning,0.4,22.4,16.46,57.0,28.8,100.0,human_error
oil_spot,12.6,M09,9.7,8,morning,6.8,30.2,14.98,66.2,23.3,62.1,material_issue
hole,6.8,M02,10.7,9,afternoon,3.4,34.0,7.3,54.2,21.7,68.0,human_error
stain,15.8,M10,11.9,14,morning,7.0,33.6,11.11,67.9,24.8,61.2,material_issue
color_defect,5.9,M01,0.6,7,night,2.8,40.4,14.45,59.1,19.0,77.5,human_error
hole,6.3,M08,5.1,1,morning,2.3,40.8,7.02,68.6,24.0,94.5,human_error
hole,21.8,M01,6.2,35,night,0.2,30.1,10.49,53.0,27.8,81.5,human_error
objects,2.0,M07,10.4,16,afternoon,0.4,36.4,15.6,57.6,22.9,74.4,machine_fault
stain,17.0,M11,10.0,3,night,5.6,27.1,12.39,54.9,24.9,76.9,human_error
stain,1.3,M10,5.0,27,night,1.0,23.6,13.65,49.1,25.2,56.7,human_error
hole,3.0,M01,10.5,13,morning,0.6,44.7,8.43,46.6,25.5,59.7,human_error
oil_spot,12.0,M07,2.7,16,night,0.8,27.8,11.21,71.6,27.5,82.8,human_error
cut,2.2,M09,11.6,2,night,3.8,35.2,8.49,50.1,28.7,51.7,human_error
color_defect,2.7,M01,13.3,0,night,5.6,23.8,12.77,54.2,27.2,71.0,human_error
thread_error,8.7,M05,4.3,11,morning,0.8,25.6,9.85,55.1,21.5,100.0,machine_fault
cut,3.2,M02,14.7,33,afternoon,10.5,39.4,9.73,41.2,23.6,74.5,machine_fault
stain,4.5,M03,11.8,18,morning,0.2,43.9,11.26,58.3,22.7,89.1,human_error
objects,7.4,M08,1.8,24,afternoon,0.4,28.6,10.92,51.7,22.3,71.2,human_error
thread_error,1.2,M11,2.9,0,morning,3.4,29.0,10.08,44.5,26.5,89.3,human_error
thread_error,13.1,M05,1.3,25,afternoon,9.8,45.2,11.65,48.8,26.1,82.2,machine_fault
hole,2.2,M12,3.6,15,morning,7.6,41.9,11.97,58.6,21.9,69.8,machine_fault
color_defect,2.3,M09,10.2,0,afternoon,0.3,42.6,10.64,50.6,20.5,66.5,human_error
thread_error,2.8,M11,13.0,43,morning,5.0,31.1,11.33,50.4,26.1,55.4,machine_fault
hole,6.4,M07,10.5,1,afternoon,1.9,30.0,11.36,56.0,24.8,81.7,machine_fault
cut,4.8,M10,14.0,11,morning,2.9,28.4,14.88,65.6,20.9,66.9,human_error
objects,11.5,M01,1.2,14,morning,1.4,28.9,8.87,56.4,22.0,76.9,human_error
thread_error,20.9,M01,9.5,7,afternoon,0.1,38.4,10.07,46.1,25.2,81.5,human_error
cut,27.8,M11,7.9,25,morning,3.8,36.5,12.23,46.7,21.9,71.4,human_error
objects,40.0,M02,0.9,6,morning,11.3,32.2,11.45,49.5,28.3,79.0,machine_fault
objects,8.0,M12,7.9,7,morning,5.0,46.2,10.29,56.4,27.3,58.6,machine_fault
oil_spot,2.0,M02,3.0,1,morning,5.2,48.1,10.63,44.8,23.1,87.4,material_issue
stain,6.3,M10,6.9,66,night,1.0,32.1,13.68,60.5,26.1,85.4,human_error
hole,3.1,M06,5.6,5,morning,1.1,34.7,9.5,45.9,24.7,100.0,human_error
oil_spot,18.8,M09,12.9,24,morning,2.0,27.4,13.43,75.7,23.9,94.1,material_issue
stain,13.1,M09,2.2,4,afternoon,5.5,30.4,16.51,46.6,29.8,55.5,material_issue
stain,1.2,M03,12.0,35,night,6.6,41.3,10.58,58.6,17.0,65.5,material_issue
stain,8.1,M01,14.1,34,morning,1.7,25.9,10.35,56.2,28.3,80.1,machine_fault
color_defect,3.1,M01,3.2,28,afternoon,1.6,43.3,10.5,54.2,26.5,75.7,human_error
cut,7.1,M05,6.4,20,night,1.4,28.2,6.23,63.8,22.3,79.1,human_error
thread_error,10.1,M08,1.3,21,afternoon,0.4,30.9,6.1,44.6,24.9,74.9,human_error
objects,3.6,M01,7.6,46,night,14.2,34.9,8.08,46.1,19.9,50.2,material_issue
color_defect,2.2,M12,9.6,9,morning,5.5,29.0,11.85,39.9,28.0,92.1,human_error
oil_spot,5.9,M06,12.6,21,night,1.3,34.2,18.5,54.0,28.1,83.5,human_error
cut,13.8,M09,7.0,0,morning,1.7,27.4,15.05,54.1,24.7,72.0,human_error
color_defect,9.3,M08,3.9,13,morning,3.3,43.5,10.68,53.6,25.7,70.7,human_error
cut,3.7,M09,3.8,22,morning,4.5,35.6,8.91,56.6,23.9,58.5,human_error
cut,6.2,M09,12.7,8,afternoon,3.1,31.0,13.03,70.0,25.9,72.4,human_error
stain,2.4,M07,13.7,1,morning,1.0,46.8,12.11,57.4,22.1,74.6,human_error
oil_spot,45.9,M09,8.8,34,afternoon,1.3,38.7,12.3,75.0,27.9,75.4,material_issue
stain,40.4,M11,9.0,2,afternoon,1.0,31.1,11.4,43.1,30.5,76.5,material_issue
cut,8.7,M05,0.8,26,morning,7.1,31.6,16.71,61.8,26.3,63.0,human_error
hole,11.6,M10,2.4,23,morning,1.1,39.3,11.63,54.5,22.9,75.9,machine_fault
objects,13.1,M01,11.1,39,afternoon,11.8,32.8,16.79,73.4,22.6,92.0,machine_fault
cut,6.4,M10,9.5,4,afternoon,6.2,39.2,14.72,53.2,28.5,90.4,machine_fault
oil_spot,39.9,M06,5.4,19,afternoon,0.6,37.2,15.14,65.7,22.7,93.9,material_issue
hole,1.2,M04,6.4,40,afternoon,0.3,34.8,10.73,48.7,27.9,74.6,machine_fault
hole,5.8,M06,4.8,13,night,0.4,38.2,15.54,67.8,24.0,68.6,human_error
objects,8.6,M02,8.8,26,afternoon,0.7,33.2,11.48,47.0,20.7,66.5,machine_fault
thread_error,24.4,M03,9.5,31,night,0.4,35.8,13.72,38.8,21.3,79.2,human_error
objects,17.1,M03,13.1,6,morning,9.6,36.1,16.49,59.5,28.4,66.6,machine_fault
color_defect,5.3,M11,10.7,15,afternoon,2.5,24.3,12.61,53.1,22.5,88.5,human_error
stain,20.0,M06,12.0,2,night,3.5,55.0,9.35,39.4,24.3,43.8,material_issue
stain,4.4,M12,14.0,15,morning,3.0,42.9,13.89,37.0,24.4,87.2,material_issue
cut,11.5,M10,0.6,4,night,9.2,20.2,10.9,62.4,23.1,77.0,human_error
oil_spot,12.2,M12,12.4,15,morning,2.4,39.2,12.26,60.6,25.7,82.8,human_error
thread_error,1.2,M02,13.9,17,morning,4.2,41.1,11.85,61.0,21.6,90.7,machine_fault
thread_error,18.0,M12,8.7,14,morning,10.5,22.7,13.5,41.5,27.5,42.9,machine_fault
hole,8.6,M12,9.4,12,night,0.1,41.8,15.22,42.7,29.4,56.8,human_error
stain,7.4,M06,12.0,7,morning,3.4,40.2,10.8,52.6,20.7,87.6,human_error
stain,1.8,M03,15.0,10,afternoon,9.4,26.9,9.57,62.4,22.4,65.8,material_issue
thread_error,8.7,M11,4.4,16,afternoon,2.8,27.8,13.16,54.9,18.7,58.2,human_error
stain,4.1,M04,14.4,23,morning,13.9,43.2,11.49,65.9,16.6,91.7,material_issue
thread_error,5.4,M05,4.8,47,afternoon,10.1,35.7,13.96,76.7,24.8,79.3,machine_fault
objects,7.8,M07,8.2,9,afternoon,5.9,34.9,12.03,57.1,24.4,74.1,machine_fault
thread_error,9.1,M12,2.7,27,morning,1.1,44.5,13.47,66.5,24.6,64.8,human_error
thread_error,3.6,M12,10.7,11,morning,5.0,23.9,16.7,57.9,22.7,77.9,machine_fault
stain,1.5,M12,7.3,4,morning,0.5,40.3,15.16,53.8,20.3,87.2,material_issue
